Time Series 1 = CellDef_1.Attractant (Concentration)

Time,Time Series 1
0,0.0000029506
0.05,0.0000029601
0.10,0.0000029695
0.15,0.0000029790
0.20,0.0000029885
0.25,0.0000029980
0.30,0.0000030075
0.35,0.0000030171
0.40,0.0000030266
0.45,0.0000030362
0.50,0.0000030458
0.55,0.0000030553
0.60,0.0000030649
0.65,0.0000030746
0.70,0.0000030842
0.75,0.0000030938
0.80,0.0000031035
0.85,0.0000031131
0.90,0.0000031228
0.95,0.0000031325
1.00,0.0000031422
1.05,0.0000031519
1.10,0.0000031616
1.15,0.0000031713
1.20,0.0000031811
1.25,0.0000031909
1.30,0.0000032006
1.35,0.0000032104
1.40,0.0000032202
1.45,0.0000032300
1.50,0.0000032398
1.55,0.0000032497
1.60,0.0000032595
1.65,0.0000032694
1.70,0.0000032793
1.75,0.0000032892
1.80,0.0000032991
1.85,0.0000033090
1.90,0.0000033189
1.95,0.0000033288
2.00,0.0000033388
2.05,0.0000033487
2.10,0.0000033611
2.15,0.0000033757
2.20,0.0000033923
2.25,0.0000034109
2.30,0.0000034314
2.35,0.0000034535
2.40,0.0000034772
2.45,0.0000035024
2.50,0.0000035290
2.55,0.0000035569
2.60,0.0000035860
2.65,0.0000036162
2.70,0.0000036475
2.75,0.0000036798
2.80,0.0000037131
2.85,0.0000037472
2.90,0.0000037821
2.95,0.0000038178
3.00,0.0000038542
3.05,0.0000038913
3.10,0.0000039290
3.15,0.0000039672
3.20,0.0000040060
3.25,0.0000040453
3.30,0.0000040850
3.35,0.0000041252
3.40,0.0000041658
3.45,0.0000042067
3.50,0.0000042479
3.55,0.0000042894
3.60,0.0000043312
3.65,0.0000043732
3.70,0.0000044155
3.75,0.0000044579
3.80,0.0000045004
3.85,0.0000045431
3.90,0.0000045859
3.95,0.0000046287
4.00,0.0000046717
4.05,0.0000047146
4.10,0.0000047575
4.15,0.0000048004
4.20,0.0000048433
4.25,0.0000048860
4.30,0.0000049287
4.35,0.0000049713
4.40,0.0000050137
4.45,0.0000050560
4.50,0.0000050980
4.55,0.0000051399
4.60,0.0000051815
4.65,0.0000052229
4.70,0.0000052639
4.75,0.0000053047
4.80,0.0000053451
4.85,0.0000053851
4.90,0.0000054248
4.95,0.0000054641
5.00,0.0000055029
5.05,0.0000055413
5.10,0.0000055791
5.15,0.0000056165
5.20,0.0000056533
5.25,0.0000056896
5.30,0.0000057253
5.35,0.0000057604
5.40,0.0000057949
5.45,0.0000058286
5.50,0.0000058618
5.55,0.0000058942
5.60,0.0000059258
5.65,0.0000059567
5.70,0.0000059868
5.75,0.0000060161
5.80,0.0000060446
5.85,0.0000060723
5.90,0.0000060990
5.95,0.0000061249
6.00,0.0000061498
6.05,0.0000061738
6.10,0.0000061968
6.15,0.0000062189
6.20,0.0000062399
6.25,0.0000062599
6.30,0.0000062789
6.35,0.0000062968
6.40,0.0000063137
6.45,0.0000063294
6.50,0.0000063441
6.55,0.0000063576
6.60,0.0000063700
6.65,0.0000063813
6.70,0.0000063914
6.75,0.0000064003
6.80,0.0000064081
6.85,0.0000064147
6.90,0.0000064202
6.95,0.0000064244
7.00,0.0000064275
7.05,0.0000064293
7.10,0.0000064300
7.15,0.0000064295
7.20,0.0000064279
7.25,0.0000064250
7.30,0.0000064210
7.35,0.0000064158
7.40,0.0000064095
7.45,0.0000064021
7.50,0.0000063935
7.55,0.0000063838
7.60,0.0000063730
7.65,0.0000063612
7.70,0.0000063482
7.75,0.0000063343
7.80,0.0000063194
7.85,0.0000063035
7.90,0.0000062866
7.95,0.0000062689
8.00,0.0000062503
8.05,0.0000062308
8.10,0.0000062105
8.15,0.0000061895
8.20,0.0000061678
8.25,0.0000061482
8.30,0.0000061307
8.35,0.0000061152
8.40,0.0000061016
8.45,0.0000060898
8.50,0.0000060797
8.55,0.0000060714
8.60,0.0000060645
8.65,0.0000060591
8.70,0.0000060551
8.75,0.0000060523
8.80,0.0000060508
8.85,0.0000060503
8.90,0.0000060509
8.95,0.0000060525
9.00,0.0000060549
9.05,0.0000060582
9.10,0.0000060622
9.15,0.0000060670
9.20,0.0000060724
9.25,0.0000060784
9.30,0.0000060850
9.35,0.0000060921
9.40,0.0000060998
9.45,0.0000061078
9.50,0.0000061163
9.55,0.0000061252
9.60,0.0000061344
9.65,0.0000061440
9.70,0.0000061539
9.75,0.0000061641
9.80,0.0000061745
9.85,0.0000061852
9.90,0.0000061961
9.95,0.0000062073
10.00,0.0000062186
10.05,0.0000062350
10.10,0.0000062561
10.15,0.0000062818
10.20,0.0000063119
10.25,0.0000063464
10.30,0.0000063851
10.35,0.0000064282
10.40,0.0000064757
10.45,0.0000065277
10.50,0.0000065843
10.55,0.0000066456
10.60,0.0000067117
10.65,0.0000067828
10.70,0.0000068591
10.75,0.0000069406
10.80,0.0000070275
10.85,0.0000071199
10.90,0.0000072179
10.95,0.0000073217
11.00,0.0000074312
11.05,0.0000075466
