Time Series 1 = CellDef_1.Attractant (Concentration)

Time,Time Series 1
0,0.0000029506
0.05,0.0000029601
0.10,0.0000029695
0.15,0.0000029790
0.20,0.0000029885
0.25,0.0000029980
0.30,0.0000030075
0.35,0.0000030171
0.40,0.0000030266
0.45,0.0000030362
0.50,0.0000030458
0.55,0.0000030553
0.60,0.0000030649
0.65,0.0000030746
0.70,0.0000030842
0.75,0.0000030938
0.80,0.0000031035
0.85,0.0000031131
0.90,0.0000031228
0.95,0.0000031325
1.00,0.0000031422
1.05,0.0000031519
1.10,0.0000031616
1.15,0.0000031713
1.20,0.0000031811
1.25,0.0000031909
1.30,0.0000032006
1.35,0.0000032104
1.40,0.0000032202
1.45,0.0000032300
1.50,0.0000032398
1.55,0.0000032497
1.60,0.0000032595
1.65,0.0000032694
1.70,0.0000032793
1.75,0.0000032892
1.80,0.0000032991
1.85,0.0000033090
1.90,0.0000033189
1.95,0.0000033288
2.00,0.0000033388
2.05,0.0000033487
2.10,0.0000033641
2.15,0.0000033845
2.20,0.0000034097
2.25,0.0000034395
2.30,0.0000034734
2.35,0.0000035115
2.40,0.0000035535
2.45,0.0000035992
2.50,0.0000036486
2.55,0.0000037014
2.60,0.0000037576
2.65,0.0000038171
2.70,0.0000038799
2.75,0.0000039457
2.80,0.0000040147
2.85,0.0000040867
2.90,0.0000041617
2.95,0.0000042396
3.00,0.0000043204
3.05,0.0000044042
3.10,0.0000044908
3.15,0.0000045802
3.20,0.0000046725
3.25,0.0000047676
3.30,0.0000048656
3.35,0.0000049664
3.40,0.0000050700
3.45,0.0000051765
3.50,0.0000052858
3.55,0.0000053979
3.60,0.0000055130
3.65,0.0000056309
3.70,0.0000057518
3.75,0.0000058756
3.80,0.0000060023
3.85,0.0000061321
3.90,0.0000062648
3.95,0.0000064006
4.00,0.0000065395
4.05,0.0000066815
4.10,0.0000068267
4.15,0.0000069750
4.20,0.0000071266
4.25,0.0000072814
4.30,0.0000074396
4.35,0.0000076011
4.40,0.0000077661
4.45,0.0000079345
4.50,0.0000081064
4.55,0.0000082819
4.60,0.0000084610
4.65,0.0000086438
4.70,0.0000088303
4.75,0.0000090206
4.80,0.0000092147
4.85,0.0000094128
4.90,0.0000096149
4.95,0.0000098210
5.00,0.0000100312
5.05,0.0000102456
5.10,0.0000104643
5.15,0.0000106873
5.20,0.0000109148
5.25,0.0000111467
5.30,0.0000113832
5.35,0.0000116244
5.40,0.0000118703
5.45,0.0000121211
5.50,0.0000123768
5.55,0.0000126375
5.60,0.0000129033
5.65,0.0000131743
5.70,0.0000134506
5.75,0.0000137324
5.80,0.0000140196
5.85,0.0000143125
5.90,0.0000146112
5.95,0.0000149156
6.00,0.0000152261
6.05,0.0000155426
6.10,0.0000158654
6.15,0.0000161945
6.20,0.0000165300
6.25,0.0000168722
6.30,0.0000172211
6.35,0.0000175769
6.40,0.0000179398
6.45,0.0000183098
6.50,0.0000186872
6.55,0.0000190720
6.60,0.0000194645
6.65,0.0000198649
6.70,0.0000202733
6.75,0.0000206898
6.80,0.0000211147
6.85,0.0000215482
6.90,0.0000219905
6.95,0.0000224417
7.00,0.0000229020
7.05,0.0000233718
7.10,0.0000238512
7.15,0.0000243403
7.20,0.0000248396
7.25,0.0000253492
7.30,0.0000258693
7.35,0.0000264003
7.40,0.0000269423
7.45,0.0000274957
7.50,0.0000280608
7.55,0.0000305051
7.60,0.0000311282
7.65,0.0000317645
7.70,0.0000324145
7.75,0.0000330784
7.80,0.0000337568
7.85,0.0000344498
7.90,0.0000351581
7.95,0.0000358818
8.00,0.0000366215
8.05,0.0000373776
8.10,0.0000381505
8.15,0.0000389407
8.20,0.0000397486
8.25,0.0000405748
8.30,0.0000414197
8.35,0.0000422839
8.40,0.0000431680
8.45,0.0000440723
8.50,0.0000449976
8.55,0.0000459443
8.60,0.0000469131
8.65,0.0000479045
8.70,0.0000489193
8.75,0.0000499581
8.80,0.0000510216
8.85,0.0000521104
8.90,0.0000532251
8.95,0.0000543665
9.00,0.0000555353
9.05,0.0000567324
9.10,0.0000579583
9.15,0.0000592139
9.20,0.0000605001
9.25,0.0000618175
9.30,0.0000631670
9.35,0.0000645494
9.40,0.0000659657
9.45,0.0000674165
9.50,0.0000689029
9.55,0.0000704256
9.60,0.0000719856
9.65,0.0000735838
9.70,0.0000752211
9.75,0.0000768984
9.80,0.0000786166
9.85,0.0000803767
9.90,0.0000821796
9.95,0.0000840262
10.00,0.0000859174
10.05,0.0000878542
10.10,0.0000898376
10.15,0.0000918685
10.20,0.0000939478
10.25,0.0000960764
10.30,0.0000982554
10.35,0.0001004855
10.40,0.0001027678
10.45,0.0001051030
10.50,0.0001074921
10.55,0.0001099361
10.60,0.0001124355
10.65,0.0001149915
10.70,0.0001176047
10.75,0.0001202758
10.80,0.0001230060
10.85,0.0001257957
10.90,0.0001286456
10.95,0.0001315567
11.00,0.0001345293
11.05,0.0001375643
